manufactor,Year,model,Hand,Gear,capacity_Engine,Engine_type,City,Price,Km,Region
שברולט,2016,ספארק,2,אוטומטית,1400.0,בנזין,רמת גן,53500.0,39400.0,מרכז
מרצדס,2011,200,3,אוטומטית,2200.0,דיזל,קרית מוצקין,45000.0,160000.0,צפון
סקודה,2018,אוקטביה,1,אוטומטית,1000.0,דיזל,אופקים,72000.0,140000.0,דרום
פורד,2014,פיאסטה,2,אוטומטית,1600.0,בנזין,מבשרת ציון,25000.0,141000.0,מרכז
יונדאי,2016,i30,3,אוטומטית,1600.0,בנזין,ירושלים,57000.0,131000.0,מרכז
מאזדה,2009,2,3,אוטומטית,1498.0,בנזין,מודיעין מכבים רעות,25000.0,179020.0,מרכז
קיה,2017,פיקנטו,2,אוטומטית,1200.0,בנזין,נהרייה,45000.0,45000.0,מזרח
הונדה,2018,CIVIC,2,אוטומטית,1600.0,בנזין,רמת גן,72000.0,99000.0,מרכז
קיה,2018,פיקנטו,1,אוטומטית,1248.0,בנזין,רחובות,67000.0,69000.0,מרכז
טויוטה,2013,קורולה,2,אוטומטית,1600.0,בנזין,רמת גן,53000.0,110000.0,מרכז
יונדאי,2020,קופה,1,אוטומטית,1600.0,בנזין,זכרון יעקב,89000.0,43000.0,צפון
סקודה,2013, אוקטביה (2013),4,אוטומטית,1800.0,בנזין,חיפה,22000.0,208000.0,צפון
סובארו,2010,B4,4,אוטומטית,2500.0,בנזין,זרזיר,28000.0,175.0,מזרח
אופל,2016,מוקה,2,אוטומטית,1400.0,דיזל,ראשון לציון,57000.0,149000.0,מרכז
ב.מ.וו,2008,320,5,אוטומטית,2000.0,בנזין,מגאר,31500.0,171854.0012191534,צפון
פורד,2014,פוקוס,2,ידנית,1600.0,בנזין,קרית עקרון,22000.0,253000.0,מרכז
פולקסווגן,2016,ג'טה,1,אוטומטית,1200.0,בנזין,בת ים,45000.0,170000.0,מרכז
מאזדה,2008,5,2,אוטומטית,2000.0,בנזין,קרית שמונה,25000.0,232000.0,צפון
קיה,2013,סיד,2,רובוטית,1600.0,בנזין,קציר,30000.0,180000.0,צפון
סקודה,2014, אוקטביה (2014),2,אוטומטית,1200.0,בנזין,כפר סבא,48000.0,130000.0,מרכז
קיה,2014,פיקנטו,1,אוטומטית,1200.0,בנזין,חולון,34000.0,160.0,מרכז
יונדאי,2016,i10,1,אוטומטית,1240.0,בנזין,בניה,49000.0,89000.0,מזרח
סקודה,2017,אוקטביה,2,אוטומטית,1400.0,בנזין,מגאר,83000.0,100000.0,צפון
סוזוקי,2009, סוויפט,3,אוטומטית,1490.0,בנזין,ירושלים,24000.0,117400.0,מרכז
קיה,2015,סראטו,3,אוטומטית,1591.0,בנזין,אילת,70000.0,110000.0,דרום
סוזוקי,2012, SX4,1,אוטומטית,1600.0,בנזין,מעלות,34000.0,162000.0,צפון
פיג'ו,2019,2008,3,אוטומטית,1100.0,בנזין,ראשון לציון,69900.0,60.0,מרכז
הונדה,2014,CIVIC,3,אוטומטית,1800.0,בנזין,אור עקיבא,45000.0,158000.0,מרכז
פולקסווגן,2008,פאסאט,6,אוטומטית,2000.0,בנזין,קרית שמונה,25000.0,171854.0012191534,צפון
קיה,2014,פיקנטו,4,אוטומטית,1200.0,בנזין,ירושלים,30500.0,129000.0,מרכז
סובארו,2015,XV,4,אוטומטית,2000.0,בנזין,אומן,53000.0,240000.0,מזרח
אופל,2012,אינסיגניה,2,אוטומטית,2000.0,בנזין,עכו,22000.0,200000.0,צפון
דייהטסו,2008, סיריון,6,אוטומטית,1300.0,בנזין,רחובות,90000.0,195000.0,מרכז
קיה,2016,פיקנטו,2,אוטומטית,1250.0,בנזין,קרית אונו,47000.0,77000.0,מרכז
הונדה,2009,ACCORD,5,אוטומטית,2000.0,בנזין,רחובות,30000.0,181000.0,מרכז
קיה,2015,פורטה,1,אוטומטית,1600.0,בנזין,חורה,37000.0,87500.0,מזרח
הונדה,2011,CIVIC,5,אוטומטית,1339.0,היברידי,עראבה,23000.0,148012.50104456767,מזרח
סיטרואן,2020,C3,1,אוטומטית,1199.0,בנזין,טירת כרמל,88000.0,24000.0,צפון
ב.מ.וו,2010,סדרה 3,4,אוטומטית,2000.0,בנזין,נתניה,50000.0,240000.0,מרכז
קיה,2013,פיקנטו,4,אוטומטית,1250.0,בנזין,תנובות,34000.0,150000.0,מרכז
קיה,2019,סטוניק,2,אוטומטית,1000.0,בנזין,חולון,78000.0,48000.0,מרכז
קיה,2017,נירו,1,אוטומטית,1600.0,היברידי,יהוד מונוסון,93500.0,83500.0,מרכז
סיטרואן,2018,C1,1,רובוטית,800.0,בנזין,דבוריה,41000.0,52800.0,מזרח
סקודה,2013," פאביה
 (2013)",1,ידנית,1400.0,בנזין,באר שבע,19000.0,205.0,דרום
פולקסווגן,2011,פולו,5,אוטומטית,1399.0,בנזין,כסרא,24000.0,177000.0,מזרח
ב.מ.וו,2007,320,2,טיפטרוניק,1997.0,בנזין,זכרון יעקב,26000.0,313000.0,צפון
אאודי,2017, A1,2,אוטומטית,1000.0,בנזין,ראש העין,74000.0,123000.0,מרכז
פיג'ו,2016,301,2,רובוטית,1200.0,בנזין,קרית אונו,19000.0,90000.0,מרכז
קיה,2015,פיקנטו,2,אוטומטית,1248.0,בנזין,ירושלים,53000.0,52400.0,מרכז
שברולט,2009,קורסיקה,1,אוטומטית,3200.0,בנזין,ראשון לציון,39000.0,135000.0,מרכז
הונדה,2014,CIVIC,3,אוטומטית,1800.0,בנזין,כרמיאל,51000.0,185000.0,צפון
פולקסווגן,2008,גולף,4,אוטומטית,1900.0,בנזין,תל אביב יפו,19000.0,169000.0,מרכז
פיג'ו,2017,208,2,אוטומטית,1200.0,בנזין,חיפה,54000.0,37000.0,צפון
קיה,2012,פיקנטו,3,אוטומטית,1200.0,בנזין,הרצליה,32000.0,176000.0,מרכז
קיה,2014,פיקנטו,3,אוטומטית,1200.0,בנזין,מגדל העמק,43000.0,130000.0,מזרח
הונדה,2016,CIVIC,1,אוטומטית,1799.0,בנזין,הרצליה,67000.0,77000.0,מרכז
פורד,2013,קונקט,4,ידנית,1800.0,דיזל,אלעזר,25000.0,192000.0,מזרח
סובארו,2010,B4,3,אוטומטית,2500.0,בנזין,זרזיר,28000.0,175.0,מזרח
יונדאי,2016,i10,2,ידנית,1000.0,בנזין,עתלית,29800.0,116000.0,צפון
קיה,2017,פורטה,1,אוטומטית,1600.0,בנזין,חיפה,69000.0,77000.0,צפון
מרצדס,2006, C-Class קופה,4,אוטומטית,2000.0,בנזין,תל אביב יפו,29000.0,155000.0,מרכז
פיג'ו,2012,RCZ,5,ידנית,1600.0,בנזין,נתניה,70000.0,134000.0,מרכז
טויוטה,2014,קורולה,3,אוטומטית,1600.0,בנזין,ראשון לציון,60500.0,100000.0,מרכז
רנו,2015, קליאו דור 4,3,אוטומטית,1200.0,בנזין,ירושלים,24000.0,105000.0,מרכז
מיצובישי,2020,ספייס סטאר,2,אוטומטית,1200.0,בנזין,כוכב יאיר,67000.0,20000.0,מרכז
שברולט,2018,ספארק,1,אוטומטית,1399.0,בנזין,בת ים,66000.0,25650.0,מרכז
יונדאי,2017,סונטה,1,אוטומטית,132.0,בנזין,אבן יהודה,90000.0,92000.0,מרכז
קיה,2015,ריו,2,אוטומטית,1400.0,בנזין,חולון,29000.0,170000.0,מרכז
מיצובישי,2018,ספייס סטאר,1,אוטומטית,1200.0,בנזין,אבן יהודה,59000.0,19000.0,מרכז
יונדאי,2019,i10,1,אוטומטית,1250.0,בנזין,בת ים,67000.0,21000.0,מרכז
ניסאן,2010, קווסט,5,אוטומטית,2000.0,בנזין,בית שמש,23200.0,242000.0,מזרח
סקודה,2017,אוקטביה,2,אוטומטית,1000.0,בנזין,קרית ים,80000.0,139670.0,צפון
רנו,2015, פלואנס,2,אוטומטית,1500.0,דיזל,בית קשת,29900.0,200000.0,מזרח
ניסאן,2020, מיקרה,2,ידנית,1000.0,בנזין,חיפה,52500.0,72200.0,צפון
יונדאי,2014,i10,1,אוטומטית,1000.0,בנזין,ראשון לציון,34000.0,33000.0,מרכז
סקודה,2012, אוקטביה (2012),2,אוטומטית,1197.0,בנזין,רחובות,29000.0,158000.0,מרכז
יונדאי,2015,i20,3,אוטומטית,1400.0,בנזין,ראשון לציון,46000.0,112000.0,מרכז
קיה,2014,פיקנטו,3,אוטומטית,1250.0,בנזין,ראשון לציון,40000.0,87000.0,מרכז
פיג'ו,2016,308,2,אוטומטית,1200.0,בנזין,עפולה,35000.0,117.0,מזרח
וולוו,2016,V40,1,אוטומטית,2000.0,בנזין,אבן יהודה,76000.0,86000.0,מרכז
טויוטה,2014,ורסו,2,אוטומטית,1800.0,בנזין,נהריה,62000.0,174000.0,צפון
קיה,2010,קרניבל,3,אוטומטית,2900.0,דיזל,תל אביב יפו,22000.0,226000.0,מרכז
פולקסווגן,2008,חיפושית חדשה,5,אוטומטית,2500.0,בנזין,גבעת שמואל,59000.0,106000.0,מרכז
מאזדה,2015, 3,4,אוטומטית,1500.0,בנזין,נהריה,43000.0,152000.0,צפון
טויוטה,2019,יאריס,1,אוטומטית,1500.0,בנזין,נהריה,85000.0,24500.0,צפון
הונדה,2014,ג'אז הייבריד,2,אוטומטית,1350.0,היברידי,קרית אתא,43000.0,159000.0,צפון
יונדאי,2017,איוניק,3,אוטומטית,1600.0,בנזין,תל אביב יפו,70000.0,172000.0,מרכז
סקודה,2019,אוקטביה,2,אוטומטית,1500.0,בנזין,נצרת,96000.0,126000.0,צפון
מאזדה,2008,6,3,אוטומטית,2000.0,בנזין,כפר מנחם,20000.0,220000.0,מזרח
שברולט,2008,אפלנדר,2,אוטומטית,3990.0,בנזין,חולון,30000.0,80000.0,מרכז
סוזוקי,2008, קרוסאובר,1,אוטומטית,1400.0,בנזין,קרית,86500.0,62000.0,צפון
אאודי,2013, S5,3,אוטומטית,1984.0,בנזין,רעננה,86000.0,177000.0,מרכז
קיה,2018,פיקנטו,3,אוטומטית,1250.0,בנזין,הוד השרון,64000.0,26400.0,מרכז
יונדאי,2016,סונטה,4,אוטומטית,1900.0,היברידי,פתח תקווה,65000.0,135000.0,מרכז
הונדה,2016,CIVIC,2,אוטומטית,1800.0,בנזין,בני ברק,53000.0,129000.0,מרכז
שברולט,2016,ספארק,2,אוטומטית,1400.0,בנזין,אילת,43000.0,54000.0,דרום
סקודה,2014, אוקטביה (2014),2,אוטומטית,1200.0,בנזין,גבעתיים,40000.0,143000.0,מרכז
וולוו,2007,S60,2,אוטומטית,2000.0,בנזין,ראש העין,19000.0,136000.0,מרכז
יונדאי,2019,i20,2,אוטומטית,1000.0,בנזין,פתח תקווה,81000.0,15000.0,מרכז
קיה,2019,סטוניק,1,אוטומטית,1000.0,בנזין,מודיעין מכבים רעות,96500.0,25000.0,מרכז
אלפא רומיאו,2011, ג'ולייטה,5,ידנית,1400.0,בנזין,רחובות,46000.0,163000.0,מרכז
טויוטה,2016,קורולה,2,אוטומטית,1600.0,בנזין,כפר סבא,71000.0,120000.0,מרכז
קיה,2015,פיקנטו,2,אוטומטית,1248.0,בנזין,נהרייה,41000.0,93000.0,מזרח
קיה,2016,ספיה,1,אוטומטית,1600.0,בנזין,תנובות,75000.0,60000.0,מרכז
מיצובישי,2016,אאוטלנדר,2,אוטומטית,2000.0,בנזין,באר שבע,99000.0,110000.0,דרום
טויוטה,2018,יאריס,1,אוטומטית,1496.0,בנזין,קרית גת,82000.0,74000.0,דרום
אאודי,2015, S3,1,טיפטרוניק,2800.0,בנזין,אשדוד,65000.0,85000.0,דרום
טויוטה,2017,קורולה,3,אוטומטית,1600.0,בנזין,פתח תקווה,62000.0,124000.0,מרכז
סקודה,2016, סופרב (2016),2,טיפטרוניק,2000.0,בנזין,כפר כנא,95000.0,140000.0,מזרח
אאודי,2019, RS5,4,אוטומטית,4500.0,גז,פתח תקווה,65000.0,7000.0,מרכז
מרצדס,2011,200,3,אוטומטית,2200.0,טורבו דיזל,קרית מוצקין,50000.0,40000.0,צפון
ב.מ.וו,2013,סדרה 1,4,אוטומטית,1600.0,בנזין,ראשון לציון,49900.0,114000.0,מרכז
דייהטסו,2008,טריוס,3,אוטומטית,1500.0,בנזין,רעננה,35000.0,148000.0,מרכז
יונדאי,2019,אלנטרה,2,אוטומטית,1600.0,בנזין,טירה,95000.0,50099.0,מזרח
שברולט,2018,אקווינוקס,1,אוטומטית,1500.0,בנזין,בת ים,85000.0,180000.0,מרכז
סקודה,2014, אוקטביה (2014),3,אוטומטית,1200.0,בנזין,פתח תקווה,42000.0,165000.0,מרכז
קיה,2018,פיקנטו,3,אוטומטית,1248.0,בנזין,גבעתיים,53000.0,79800.0,מרכז
מיני,2014,קאנטרימן,2,אוטומטית,2000.0,בנזין,Tel aviv,95000.0,125000.0,מזרח
קיה,2021,פיקנטו,1,אוטומטית,1200.0,בנזין,חולון,69000.0,7000.0,מרכז
יונדאי,2017,i25,2,אוטומטית,1400.0,בנזין,טירת כרמל,48000.0,135000.0,צפון
אופל,2015,אדם,1,רובוטית,1400.0,בנזין,נצרת עילית,35500.0,95000.0,צפון
טויוטה,2015,קורולה,2,אוטומטית,1600.0,בנזין,נתיבות,59500.0,140000.0,דרום
שברולט,2009,מאליבו,1,אוטומטית,3510.0,בנזין,תל אביב יפו,26000.0,64700.0,מרכז
קיה,2019,פיקנטו,1,אוטומטית,1280.0,בנזין,בת ים,68000.0,45780.0,מרכז
סקודה,2017,אוקטביה,3,אוטומטית,1800.0,בנזין,בית שמש,92000.0,74000.0,מזרח
מאזדה,2013, 5,3,אוטומטית,2000.0,בנזין,ירושלים,39000.0,193000.0,מרכז
קיה,2018,פיקנטו,1,אוטומטית,1248.0,בנזין,רא,65380.0,51300.0,מזרח
וולוו,2016,S80,1,אוטומטית,2000.0,בנזין,ירושלים,89000.0,0.0,מרכז
רנו,2014, 25,2,אוטומטית,1461.0,בנזין,תל אביב יפו,28000.0,143000.0,מרכז
שברולט,2016,ספארק,2,אוטומטית,1400.0,בנזין,חולון,38000.0,89000.0,מרכז
טויוטה,2013,קורולה,4,אוטומטית,1600.0,בנזין,קרית גת,49000.0,148000.0,דרום
סקודה,2017,סיטיגו / Citygo,1,ידנית,1000.0,בנזין,ראשון לציון,32000.0,72000.0,מרכז
יונדאי,2017,i10,3,אוטומטית,1200.0,בנזין,תל אביב יפו,46900.0,80000.0,מרכז
קיה,2017,פיקנטו,2,אוטומטית,1000.0,בנזין,קדרון,53000.0,50000.0,מזרח
הונדה,2015,CIVIC,1,אוטומטית,1800.0,בנזין,רמת גן,60000.0,44000.0,מרכז
מרצדס,2009, E- CLASS,3,אוטומטית,2998.0,בנזין,טמרה,70000.0,155000.0,מזרח
סיטרואן,2017,C4,2,אוטומטית,1600.0,בנזין,חדרה,28000.0,170000.0,צפון
יונדאי,2019,i20,2,אוטומטית,1000.0,בנזין,קרית עקרון,78000.0,35000.0,מרכז
יונדאי,2017,איוניק,3,אוטומטית,1600.0,היברידי,קרית ים,71000.0,130000.0,צפון
פולקסווגן,2008,פאסאט,4,טיפטרוניק,2000.0,דיזל,קרית ארבע,21000.0,320000.0,מרכז
מאזדה,2009,2,2,אוטומטית,1468.0,בנזין,ראשון לציון,22000.0,156000.0,מרכז
סקודה,2015," רומסטר
 (2015)",2,אוטומטית,1200.0,בנזין,כפר קרע,30000.0,230.0,מזרח
פולקסווגן,2011,ג'טה,3,אוטומטית,1400.0,בנזין,חיפה,30000.0,141000.0,צפון
סקודה,2011, אוקטביה (2011),2,אוטומטית,1200.0,בנזין,בני ברק,26000.0,165000.0,מרכז
יונדאי,2017,אלנטרה,1,אוטומטית,1600.0,בנזין,בת ים,73000.0,93000.0,מרכז
ניסאן,2018, מיקרה,1,אוטומטית,1200.0,בנזין,שערי תקווה,49500.0,50000.0,צפון
מאזדה,2009,3,2,אוטומטית,1600.0,בנזין,שפרעם,24000.0,234500.0,צפון
קיה,2021,פיקנטו,1,אוטומטית,1248.0,בנזין,ראש העין,80000.0,12000.0,מרכז
קיה,2017,פיקנטו,3,אוטומטית,1250.0,בנזין,נתניה,49000.0,104000.0,מרכז
יונדאי,2016,ולוסטר,5,אוטומטית,1600.0,בנזין,קרית אתא,57000.0,125000.0,צפון
מאזדה,2008,5,3,אוטומטית,2000.0,בנזין,גדרה,28000.0,169000.0,מרכז
שברולט,2017,מאליבו,2,אוטומטית,1500.0,בנזין,בית שאן,77000.0,65000.0,צפון
סקודה,2017,אוקטביה,2,אוטומטית,1200.0,בנזין,חיפה,74000.0,92000.0,צפון
סיטרואן,2017,C3,1,ידנית,1600.0,דיזל,אשקלון,30000.0,105000.0,דרום
ב.מ.וו,2012,X1,6,אוטומטית,2000.0,בנזין,גבעת זאב,44444.0,179053.0,מרכז
סוזוקי,2015, סוויפט,2,אוטומטית,1200.0,בנזין,מזכרת,47000.0,100000.0,מזרח
פיג'ו,2020,2008,1,אוטומטית,1200.0,בנזין,קרית אונו,69000.0,55000.0,מרכז
פולקסווגן,2010,פולו,2,אוטומטית,1200.0,בנזין,נתניה,25800.0,170000.0,מרכז
פולקסווגן,2009,ג`טה,1,רובוטית,1400.0,בנזין,רעננה,28000.0,197000.0,מרכז
לקסוס,2008, GS300,3,אוטומטית,1600.0,בנזין,זמר,40000.0,176600.0,מזרח
אאודי,2019, RS5,4,אוטומטית,4500.0,גז,אשדוד,65000.0,7000.0,דרום
סוזוקי,2014, קרוסאובר,1,אוטומטית,1586.0,בנזין,רעננה,54000.0,72865.0,מרכז
קיה,2018,פיקנטו,1,אוטומטית,1248.0,בנזין,רמת גן,60000.0,123000.0,מרכז
פולקסווגן,2018,פולו,3,אוטומטית,1100.0,בנזין,הרצליה,89000.0,50000.0,מרכז
מיצובישי,2015,אאוטלנדר,2,אוטומטית,2000.0,דיזל,אזור,85000.0,120000.0,מרכז
ב.מ.וו,2013,סדרה 1,1,אוטומטית,1598.0,בנזין,עראבה,58000.0,99000.0,מזרח
טויוטה,2013,קורולה,4,אוטומטית,1600.0,בנזין,אשדוד,44000.0,208000.0,דרום
סקודה,2016, אוקטביה (2016),4,אוטומטית,1400.0,בנזין,ירושלים,42000.0,147000.0,מרכז
אאודי,2009, A4,2,טיפטרוניק,1800.0,בנזין,אופקים,25000.0,200000.0,דרום
יונדאי,2010,סונטה,2,אוטומטית,2600.0,גז,קצרין,35000.0,290000.0,צפון
סקודה,2015, אוקטביה (2015),3,אוטומטית,1200.0,בנזין,נצרת,49000.0,160000.0,צפון
רנו,2013, פלואנס,2,אוטומטית,1598.0,בנזין,מודיעין מכבים רעות,20000.0,140000.0,מרכז
מיצובישי,2020,לנסר ספורטבק,2,אוטומטית,4200.0,גז,ראשון לציון,35000.0,90000.0,מרכז
קיה,2017,פיקנטו,1,אוטומטית,1248.0,בנזין,קרית מוצקין,55000.0,59000.0,צפון
פולקסווגן,2016,פולו,4,אוטומטית,1800.0,בנזין,נצרת,75000.0,107000.0,צפון
סוזוקי,2015, קרוסאובר,1,אוטומטית,1598.0,בנזין,מתן,58000.0,100000.0,מרכז
קיה,2018,פיקנטו,3,ידנית,1000.0,בנזין,מעלה אדומים,50000.0,44000.0,מרכז
שברולט,2020,ספארק,1,אוטומטית,1400.0,בנזין,קרית גת,70000.0,55000.0,דרום
פולקסווגן,2012,גולף,6,אוטומטית,1200.0,בנזין,עכו,29000.0,208000.0,צפון
אאודי,2016, A3,2,אוטומטית,1400.0,בנזין,טירת כרמל,93000.0,110000.0,צפון
סיטרואן,2015,C1,2,רובוטית,998.0,בנזין,מזרעה,28000.0,122000.0,מזרח
טויוטה,2014,קורולה,3,אוטומטית,1600.0,בנזין,באר שבע,53000.0,144000.0,דרום
יונדאי,2019,איוניק,3,אוטומטית,1600.0,היברידי,נתניה,90000.0,114000.0,מרכז
קיה,2015,פורטה,2,אוטומטית,1600.0,בנזין,חולון,58000.0,140000.0,מרכז
טויוטה,2015,קורולה,2,אוטומטית,1600.0,בנזין,באר שבע,74000.0,61000.0,דרום
סקודה,2015, ראפיד (2015),3,ידנית,1600.0,דיזל,באר שבע,25000.0,330.0,דרום
דייהטסו,2011,סיריון,3,אוטומטית,1298.0,בנזין,אשקלון,20500.0,180000.0,דרום
סוזוקי,2018, קרוסאובר,2,אוטומטית,1600.0,בנזין,פתח,80000.0,116000.0,מרכז
שברולט,2013,מאליבו,2,אוטומטית,2000.0,בנזין,נתניה,25000.0,150000.0,מרכז
קיה,2020,פיקנטו,1,אוטומטית,1248.0,בנזין,רמת השרון,74000.0,8000.0,מרכז
טויוטה,2014,יאריס,1,אוטומטית,1400.0,בנזין,לוד,45500.0,87000.0,מרכז
אופל,2013,אסטרה,4,אוטומטית,1396.0,בנזין,רחובות,20000.0,176000.0,מרכז
רנו,2014, קליאו דור 4,2,אוטומטית,1197.0,בנזין,עפולה,27500.0,157000.0,מזרח
לקסוס,2008,לקסוס IS250,8,אוטומטית,2500.0,בנזין,קרית ים,37500.0,220000.0,צפון
אופל,2015,אינסיגניה,2,אוטומטית,1600.0,בנזין,כרמיאל,40000.0,120000.0,צפון
פולקסווגן,2012,פולו,3,ידנית,1400.0,בנזין,רמת השרון,32000.0,116000.0,מרכז
קיה,2017,פיקנטו,3,ידנית,1000.0,בנזין,ראש העין,29000.0,124000.0,מרכז
פולקסווגן,2010,גולף,2,אוטומטית,1600.0,בנזין,נצרת,29000.0,200000.0,צפון
מיצובישי,2011,לנסר,1,אוטומטית,1600.0,בנזין,באר שבע,24000.0,148722.0,דרום
רנו,2015, פלואנס,3,אוטומטית,1500.0,דיזל,ריינה,30000.0,205000.0,צפון
טויוטה,2017,קורולה,2,אוטומטית,1600.0,בנזין,כפר יעבץ,80000.0,92000.0,מרכז
סקודה,2019,פאביה,1,אוטומטית,1000.0,בנזין,ראשון לציון,73900.0,45500.0,מרכז
סקודה,2015, אוקטביה (2015),2,אוטומטית,1400.0,בנזין,ניר צבי,61000.0,131000.0,מרכז
ניסאן,2018, מיקרה,1,אוטומטית,1200.0,בנזין,בנימינה גבעת עדה,54000.0,102000.0,צפון
יונדאי,2012,i25,3,אוטומטית,1400.0,בנזין,ראשון לציון,25000.0,236400.0,מרכז
ב.מ.וו,1988,325,5,ידנית,3000.0,בנזין,פרדס חנה כרכור,88000.0,330797.3357164003,צפון
ניסאן,2016, מקסימה,1,אוטומטית,3500.0,בנזין,אבן יהודה,99000.0,119000.0,מרכז
טויוטה,2017,ורסו,2,אוטומטית,1800.0,בנזין,בית שמש,95900.0,143400.0,מזרח
אאודי,2016, A3,3,אוטומטית,1800.0,בנזין,ירושלים,86500.0,118000.0,מרכז
מיני,2015,one,3,אוטומטית,1200.0,בנזין,באר שבע,66000.0,135000.0,דרום
ניסאן,2017, סנטרה,2,אוטומטית,1800.0,בנזין,ירושלים,39500.0,127000.0,מרכז
יונדאי,2011,i20,4,אוטומטית,1400.0,בנזין,ראש העין,19000.0,186000.0,מרכז
פולקסווגן,2014,ג`טה,3,אוטומטית,1200.0,בנזין,אופקים,33000.0,175000.0,דרום
פולקסווגן,2011,טוראן,2,רובוטית,1400.0,בנזין,ירושלים,28000.0,187000.0,מרכז
טויוטה,2019,יאריס,1,אוטומטית,1400.0,בנזין,תל אביב יפו,95000.0,34000.0,מרכז
שברולט,2021,ספארק,1,אוטומטית,1399.0,בנזין,ראשון לציון,84000.0,4700.0,מרכז
יונדאי,2017,i10,1,אוטומטית,1250.0,בנזין,תל אביב יפו,47500.0,126600.0,מרכז
אאודי,2019, RS5,4,אוטומטית,4500.0,בנזין,נתניה,65000.0,7000.0,מרכז
סקודה,2017,ייטי,2,אוטומטית,1200.0,בנזין,חולון,53000.0,110000.0,מרכז
שברולט,2012,סוניק,2,אוטומטית,1600.0,בנזין,נשר,25000.0,110100.0,צפון
סוזוקי,2015, אלטו,3,ידנית,1000.0,בנזין,נתניה,19000.0,90000.0,מרכז
טויוטה,2013,יאריס,2,אוטומטית,1500.0,היברידי,מצפה נטופה ד.נ. גליל תחתון,39900.0,261000.0,מזרח
יונדאי,2014,i25,2,אוטומטית,1591.0,בנזין,רמת גן,40000.0,106000.0,מרכז
קיה,2015,פיקנטו,3,אוטומטית,1248.0,בנזין,ראש העין,39200.0,10277.0,מרכז
טויוטה,2015,קורולה,3,אוטומטית,1600.0,בנזין,קלנסווה,55000.0,166000.0,מזרח
סיטרואן,2016,C3,1,ידנית,1600.0,טורבו דיזל,קיסריה,22000.0,108276.66742025502,מרכז
אאודי,2019, RS5,4,אוטומטית,4500.0,בנזין,נתניה,65000.0,7000.0,מרכז
ניסאן,2015, אלמרה,3,אוטומטית,1600.0,בנזין,ירושלים,28000.0,121000.0,מרכז
קיה,2019,פיקנטו,1,אוטומטית,1200.0,בנזין,רעננה,72000.0,61000.0,מרכז
סקודה,2014," רומסטר
 (2014)",1,אוטומטית,1200.0,בנזין,באר שבע,23000.0,202000.0,דרום
קיה,2017,פיקנטו,1,אוטומטית,1284.0,בנזין,רמת ישי,62000.0,82000.0,מזרח
טויוטה,2017,יאריס,1,אוטומטית,1500.0,בנזין,בת ים,50000.0,190000.0,מרכז
פולקסווגן,2010,פאסאט CC,4,טיפטרוניק,1800.0,בנזין,מעלה אדומים,35000.0,140.0,מרכז
אאודי,2013, Q3,2,אוטומטית,1984.0,בנזין,ירכא,70000.0,130000.0,מזרח
פולקסווגן,2014,שירוקו,5,ידנית,1400.0,בנזין,ראשון לציון,74000.0,110000.0,מרכז
קיה,2018,פיקנטו,2,אוטומטית,1248.0,בנזין,סאגור,60000.0,67300.0,מזרח
מאזדה,2012, 3,3,אוטומטית,2000.0,בנזין,קרית אתא,29900.0,209.0,צפון
יונדאי,2015,i10,1,ידנית,1000.0,בנזין,קדימה צורן,25000.0,113000.0,מרכז
סובארו,2017,XV,1,אוטומטית,1600.0,בנזין,כפר סבא,78000.0,61000.0,מרכז
טויוטה,2015,אוונסיס,1,אוטומטית,2000.0,בנזין,באר שבע,40000.0,191383.0,דרום
אופל,2015,מריבה,2,אוטומטית,1364.0,בנזין,רמת גן,20000.0,164000.0,מרכז
סקודה,2015, אוקטביה (2015),2,אוטומטית,1400.0,בנזין,כפר עגר,60000.0,151000.0,מזרח
סיטרואן,2017,CX,1,ידנית,1500.0,דיזל,מגדל העמק,60000.0,230000.0,מזרח
סקודה,2011," פאביה
 (2011)",3,ידנית,1400.0,בנזין,ראש העין,23500.0,139800.0,מרכז
סובארו,2017,XV,2,אוטומטית,1600.0,בנזין,סלעית,75000.0,69000.0,צפון
סקודה,2015, ראפיד (2015),2,אוטומטית,1400.0,בנזין,חולון,45000.0,140000.0,מרכז
סקודה,2016, אוקטביה (2016),1,אוטומטית,1400.0,בנזין,עפולה,69000.0,139000.0,מזרח
סוזוקי,2007, סדן,6,אוטומטית,1300.0,בנזין,ריחאניה,43000.0,179801.16794401594,לא ידוע
קיה,2011,פורטה,2,אוטומטית,1600.0,בנזין,נתניה,21000.0,148722.0,מרכז
אופל,2018,קורסה,2,אוטומטית,1400.0,בנזין,תל אביב יפו,69000.0,70000.0,מרכז
וולוו,2016,S60,2,אוטומטית,2000.0,בנזין,פרדס חנה כרכור,79000.0,84000.0,צפון
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000.0,בנזין,גבעת עדה,95000.0,180000.0,מזרח
טויוטה,2016,אוונסיס,2,אוטומטית,1800.0,בנזין,פתח תקווה,59000.0,110000.0,מרכז
מאזדה,2018, 3,2,אוטומטית,2000.0,בנזין,ראשון לציון,61500.0,158000.0,מרכז
סובארו,2016,XV,2,אוטומטית,1600.0,בנזין,גדרה,70000.0,80000.0,מרכז
סיטרואן,2016,C3,1,אוטומטית,1600.0,בנזין,אבן יהודה,36000.0,99000.0,מרכז
ב.מ.וו,2006,523,10,אוטומטית,2500.0,בנזין,חיפה,35000.0,90000.0,צפון
